path,status,github_recommendation
.github/skills/trellis-spec-bootstrap/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-spec-bootstrap/references/mcp-setup.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-spec-bootstrap/references/repository-analysis.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-spec-bootstrap/references/spec-task-planning.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-spec-bootstrap/references/spec-writing.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.github/skills/trellis-update-spec/SKILL.md,untracked,可选平台协作配置：选择实际使用的平台，不必全部提交
.trellis/.gitignore,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/.template-hashes.json,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/.version,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/agents/check.md,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/agents/implement.md,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/config.yaml,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/__init__.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/add_session.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/__init__.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/active_task.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/cli_adapter.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/config.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/developer.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/git.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/git_context.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/io.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/log.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/packages_context.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/paths.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/safe_commit.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/session_context.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/task_context.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/task_queue.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/task_store.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/task_utils.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/tasks.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/trellis_config.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/types.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/common/workflow_phase.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/get_context.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/get_developer.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/hooks/linear_sync.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/init_developer.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/scripts/task.py,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/spec/frontend/component-guidelines.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/frontend/directory-structure.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/frontend/hook-guidelines.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/frontend/index.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/frontend/native-upgrade-contracts.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/frontend/quality-guidelines.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/frontend/state-management.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/frontend/type-safety.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/guides/code-reuse-thinking-guide.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/guides/cross-layer-thinking-guide.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/spec/guides/index.md,untracked,有用的项目契约：建议保留并纳入协作文档
.trellis/tasks/00-bootstrap-guidelines/prd.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/00-bootstrap-guidelines/task.json,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/check.jsonl,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/design.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/baseline-core.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/capture-simulator-backup.py,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/compare-checkpoint.py,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/cymusic-source.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/README.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/adaptation.json,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/core-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/cover-hydration.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/cover-seed.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/drag-index-recovery-a05.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/expected-storage.py,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/floating-request-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/image-cold-cache.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/image-native-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/local-file-native-probe.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/player-ui-session-a02.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/player-ui-session.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/run-probe.py,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/runtime-identity.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/storage-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/storage-owner-contracts.cjs,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/syntax-checks.json,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/direct57/verify-drag-index-recovery-a05.cjs,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/generate-image-fixtures.py,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/local-file-native-probe.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/local-file-verification.cjs,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/lx-source.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/playback-probe.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/run-storage-snapshot.py,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk51-core-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk52-core-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk52-local-file-native-probe.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-core-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-cover-hydration.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-cover-seed.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-floating-request-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-image-native-checkpoint.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-image-server.cjs,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-images/a-red.png,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-images/b-blue.jpg,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-images/c-green.webp,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-images/header.png,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-images/manifest.json,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-images/motion.gif,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/sdk53-local-file-native-probe.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/server.cjs,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/fixtures/storage-snapshot.js,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/handoff.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/implement.jsonl,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/implement.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/manual-acceptance-results.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/manual-acceptance-zh.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/prd.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/regression.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/research.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/retained-findings.md,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/tasks/09-05-rn-expo-new-architecture/task.json,untracked,任务文档/复用样本：按需入库，旧逐版本研究已移出
.trellis/workflow.md,untracked,Trellis项目协作基础配置/脚本：按项目协作需要纳入
.trellis/workspace/gyc/index.md,untracked,个人会话/开发日志：按需保留本地，不作为Changelog
.trellis/workspace/gyc/journal-1.md,untracked,个人会话/开发日志：按需保留本地，不作为Changelog
.trellis/workspace/index.md,untracked,个人会话/开发日志：按需保留本地，不作为Changelog
AGENTS.md,untracked,项目协作入口/合并配置：建议按当前协作方式纳入
docs/audit/2026-09-09/audio-analysis.md,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/audio-sources.json,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/cleanup.md,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/dependencies.csv,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/dependencies.md,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/git-state.json,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/pods.csv,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/report.md,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/retired-materials.csv,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/sources.json,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/tracked-files.csv,untracked,本次可共享审计报告/清单
docs/audit/2026-09-09/untracked-files.csv,untracked,本次可共享审计报告/清单
ios/CyMusic/AppDelegate.swift,untracked,应用必需新增：与本轮直接目标源码一起纳入提交
ios/CyMusic/PrivacyInfo.xcprivacy,untracked,应用必需新增：与本轮直接目标源码一起纳入提交
metro.config.js,untracked,应用必需新增：与本轮直接目标源码一起纳入提交
patches/expo-localization+57.0.1.patch,untracked,应用必需新增：与本轮直接目标源码一起纳入提交
patches/expo-share-intent+8.0.1.patch,untracked,应用必需新增：与本轮直接目标源码一起纳入提交
patches/react-native-awesome-slider+2.5.1.patch,untracked,应用必需新增：与本轮直接目标源码一起纳入提交
src/helpers/localFile.ts,untracked,应用必需新增：与本轮直接目标源码一起纳入提交
